Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score,behavior_risk,fraud_probability
PRV51376,51,19420,380.7843137254902,6000,23,0,-0.1530947829210704,0.14259896,0.0040181
PRV51377,95,123950,1304.7368421052631,57000,47,0,-0.0296533593556527,0.27695525,0.080073416
PRV51378,161,1215370,7548.88198757764,57000,42,1,0.1059520895604388,0.75911504,0.98098356
PRV51379,22,19340,879.0909090909091,10000,21,0,-0.1475214899763127,0.026445232,0.004317395
PRV51380,8,51560,6445.0,25000,8,0,-0.0889512981629949,0.040613513,0.1285005
PRV51382,16,6840,427.5,5300,7,0,-0.1659586962619317,0.019873574,0.0013278004
PRV51383,77,108490,1408.9610389610389,32000,29,0,-0.0926596217812972,0.24885248,0.046710603
PRV51386,382,99320,260.0,3300,18,0,-0.0775384826746086,0.16489814,0.063490085
PRV51387,59,114420,1939.322033898305,21000,22,0,-0.1070715854145531,0.24590446,0.069459885
PRV51388,86,191010,2221.046511627907,57000,35,0,-0.0444093874445643,0.27012467,0.43794817
PRV51389,79,153470,1942.6582278481008,19000,46,0,-0.0597237234815334,0.20910332,0.053895544
PRV51390,275,1607260,5844.581818181819,57000,71,1,0.1568376921565389,0.7623147,0.9833544
PRV51391,177,144400,815.819209039548,17300,70,0,-0.0312127130339944,0.19845869,0.07571882
PRV51392,17,1660,97.6470588235294,500,9,0,-0.1669142573604937,0.019001799,0.00079010834
PRV51393,910,906370,996.010989010989,94000,14,1,0.1809191465843599,0.2604822,0.8303101
PRV51394,4,460,115.0,400,3,0,-0.1698123563507704,0.0,0.00082383654
PRV51395,20,10400,520.0,3300,5,0,-0.1753213013124826,0.021729374,0.0065053357
PRV51396,44,17520,398.1818181818182,6000,26,0,-0.1480675540024992,0.12345021,0.0030170614
PRV51397,40,17870,446.75,3300,30,0,-0.1495050644910295,0.07821176,0.0027603696
PRV51398,86,31040,360.9302325581396,4000,14,0,-0.1634635472685794,0.1474161,0.0013728334
PRV51399,211,845070,4005.071090047393,103000,56,1,0.1539098324257614,0.6789024,0.9697641
PRV51401,42,91520,2179.04761904762,27000,34,1,-0.092240816796972,0.13634571,0.4434482
PRV51403,114,277010,2429.9122807017543,57000,39,0,-0.0281313937018636,0.24641229,0.29514673
PRV51404,59,29350,497.457627118644,12000,37,0,-0.1218305475804525,0.16264902,0.013540828
PRV51405,49,23710,483.8775510204082,5000,18,0,-0.1598769243471393,0.14667547,0.009115015
PRV51406,29,104260,3595.172413793104,46000,19,0,-0.0737325203266988,0.08839747,0.08860506
PRV51408,15,1390,92.66666666666669,600,10,0,-0.1672555657226645,0.018190552,0.0003752722
PRV51409,4,300,75.0,100,4,0,-0.1620048022715028,0.0,0.00096881506
PRV51410,628,177550,282.7229299363057,8010,7,1,-0.0300546719620901,0.16053352,0.42515022
PRV51412,5,440,88.0,200,5,0,-0.1625112535160677,0.077033155,0.0025364175
PRV51414,28,30230,1079.642857142857,17000,9,0,-0.1395130808124944,0.03742242,0.02045196
PRV51415,51,63690,1248.8235294117646,10000,33,0,-0.1157009000949805,0.22723326,0.0058473377
PRV51416,81,25640,316.5432098765432,2300,1,0,-0.1591583445543948,0.14307919,0.0003998612
PRV51418,61,189340,3103.934426229508,35000,39,0,-0.0573825444079165,0.3286142,0.13961521
PRV51419,65,31250,480.7692307692308,11000,40,0,-0.1129555286721654,0.16723366,0.016674068
PRV51421,139,884780,6365.323741007194,57000,39,1,0.0635657443787431,0.6061615,0.93201566
PRV51422,25,48930,1957.2,15000,15,0,-0.1354531065337107,0.048612557,0.041857228
PRV51423,1,50,50.0,50,1,0,-0.1639635810486024,0.0,0.0017946006
PRV51424,86,29670,345.0,6000,34,0,-0.1278977837585083,0.16851322,0.0015411027
PRV51425,33,25990,787.5757575757576,5700,14,0,-0.1598359393143589,0.05750663,0.0048495387
PRV51426,206,145100,704.3689320388349,49000,30,1,-0.0437796346713018,0.16493559,0.34166616
PRV51427,58,58770,1013.2758620689656,11000,25,0,-0.1300381939186566,0.1945573,0.009676703
PRV51428,66,48040,727.8787878787879,11000,43,0,-0.1096505248494468,0.17235029,0.02189608
PRV51429,10,1100,110.0,500,9,0,-0.1651956652730156,0.022074841,0.00029284385
PRV51430,112,213700,1908.0357142857144,37000,35,0,-0.0627662744102681,0.21675207,0.17846563
PRV51431,49,236720,4831.0204081632655,23000,14,0,-0.0739242262535144,0.41282815,0.5189459
PRV51432,23,59270,2576.9565217391305,24000,19,0,-0.1146029760358203,0.042494476,0.035766665
PRV51433,1610,454630,282.37888198757764,3300,4,1,0.1112649358270223,0.16020496,0.9089333
PRV51434,102,280490,2749.901960784314,53000,49,1,-0.0208204913048103,0.28082967,0.5952075
PRV51435,23,33620,1461.7391304347825,10000,15,0,-0.1453649195374431,0.032969538,0.01820363
PRV51436,120,193410,1611.75,25000,79,0,0.0081348924961163,0.25180373,0.15709515
PRV51437,2,880,440.0,800,2,0,-0.1727617266865594,0.0,0.0014329398
PRV51438,9,19510,2167.777777777778,9000,7,0,-0.1334348568806742,0.02569544,0.009889017
PRV51439,42,15040,358.0952380952381,3300,25,0,-0.1612109783299307,0.10014481,0.00059417007
PRV51440,71,106380,1498.3098591549297,20000,25,0,-0.1078599384279534,0.23680092,0.0557538
PRV51441,85,29130,342.7058823529412,3300,24,0,-0.1563963338100606,0.16882114,0.003061712
PRV51442,6,25970,4328.333333333333,21000,4,0,-0.1073037411371351,0.056027897,0.0040539163
PRV51443,73,33900,464.3835616438356,8000,26,0,-0.1395102768615327,0.16607802,0.02859134
PRV51444,42,73920,1760.0,36000,31,0,-0.0865602127461054,0.1312583,0.06506961
PRV51446,24,97390,4057.9166666666665,21000,20,0,-0.1017996151676894,0.056741327,0.1192829
PRV51447,89,269390,3026.85393258427,78000,77,1,0.0896475470935725,0.35161355,0.84353125
PRV51448,51,115550,2265.686274509804,30000,37,0,-0.0813485788231263,0.26920706,0.14203705
PRV51449,17,69780,4104.705882352941,13000,14,0,-0.1123130814348359,0.039322343,0.026410472
PRV51451,6,1170,195.0,800,4,0,-0.1741818477772789,0.04888169,0.0010969798
PRV51453,12,7080,590.0,3300,11,0,-0.1702721727720957,0.019133275,0.0019385603
PRV51454,34,10630,312.6470588235294,2700,19,0,-0.1681299669919703,0.052338053,0.0010392724
PRV51455,34,113650,3342.6470588235293,38000,26,0,-0.0754693411002047,0.16124332,0.019245863
PRV51456,135,1038990,7696.222222222223,57000,10,0,0.0798041701633462,0.77518106,0.9421972
PRV51458,56,12440,222.1428571428572,3010,31,0,-0.1497027025312278,0.16271847,0.0005990486
PRV51459,8240,2321890,281.78276699029124,7030,7,1,0.2374185530250671,0.16939001,0.993926
PRV51460,452,334480,740.0,57000,64,0,0.043619105177427,0.20296513,0.54985
PRV51462,30,9430,314.3333333333333,2500,14,0,-0.1729123294553164,0.040610984,0.00056887406
PRV51464,145,38530,265.7241379310345,3300,86,0,-0.0345878072734636,0.1505998,0.0013250097
PRV51465,7,3900,557.1428571428571,3000,7,0,-0.1700294883391324,0.034873452,0.0011753126
PRV51466,74,57860,781.8918918918919,22000,45,0,-0.0911184997947949,0.18507905,0.007380759
PRV51467,25,74260,2970.4,44000,13,0,-0.0868758137842912,0.050828274,0.04347334
PRV51468,159,138670,872.1383647798742,14000,68,0,-0.0398542455933949,0.18408448,0.021922713
PRV51469,28,9350,333.92857142857144,3100,21,0,-0.1662532479649694,0.040718973,0.00045433955
PRV51470,27,35590,1318.148148148148,11000,16,0,-0.1419925507413847,0.044339143,0.012400674
PRV51471,180,1602210,8901.166666666666,81000,17,1,0.1838497461262566,0.8130114,0.99238366
PRV51472,16,2170,135.625,500,8,0,-0.1676989627518231,0.0182842,0.0006652793
PRV51474,71,411260,5792.394366197183,25000,16,0,-0.0347402519506019,0.51994383,0.094648585
PRV51475,43,73130,1700.6976744186047,12000,23,0,-0.1236637612160727,0.15718502,0.012876948
PRV51476,18,20180,1121.111111111111,7000,13,0,-0.1516789014279616,0.022138141,0.007860502
PRV51477,22,9940,451.8181818181818,3300,11,0,-0.1728484503387067,0.024893377,0.020938648
PRV51478,17,3930,231.1764705882353,1200,10,0,-0.1710658123585511,0.018505203,0.0027984122
PRV51479,228,134630,590.4824561403509,15000,64,0,-0.0371315735319731,0.17081262,0.024622727
PRV51480,1924,557880,289.95841995841994,10500,4,1,0.1263834071314078,0.13756339,0.9699202
PRV51482,91,218470,2400.769230769231,99000,60,1,0.1068860065502456,0.2780705,0.32219762
PRV51483,77,60400,784.4155844155844,17000,44,0,-0.0993683296892626,0.14354935,0.020115752
PRV51484,86,23570,274.06976744186045,5000,28,0,-0.1404947660335075,0.1520922,0.0019087918
PRV51486,214,53660,250.74766355140187,3300,15,0,-0.1305844839617209,0.17371978,0.037491523
PRV51487,13,9240,710.7692307692307,3300,8,0,-0.1686866010661432,0.018585945,0.0010628444
PRV51488,272,108930,400.4779411764706,10000,119,0,0.0455444032694923,0.14140451,0.038346678
PRV51490,64,442070,6907.34375,57000,9,1,-0.0032163923303254,0.6267011,0.660616
PRV51491,71,67480,950.4225352112676,11000,39,0,-0.1021899174430282,0.18187355,0.0045928652
PRV51492,81,150550,1858.641975308642,23000,46,0,-0.0606155913635029,0.25843227,0.05099921
PRV51494,38,17450,459.2105263157895,3300,25,0,-0.1580887183358015,0.07672393,0.0010847424
PRV51495,141,845690,5997.801418439716,57000,32,1,0.0454825200312206,0.46939063,0.7996164
PRV51496,123,29250,237.8048780487805,2100,5,0,-0.1459067072569185,0.1516326,0.0037030599
PRV51497,15,104190,6946.0,57000,13,0,-0.038908693364557,0.06041512,0.134868
PRV51499,474,137840,290.80168776371306,14000,5,0,-0.0557818289680661,0.15872444,0.021119514
PRV51500,8,1100,137.5,500,5,0,-0.1708865450741316,0.026414441,0.0020605843
PRV51501,233,2071310,8889.742489270386,57000,11,1,0.168562333179981,0.8348434,0.98718643
PRV51502,31,8390,270.64516129032256,2500,22,0,-0.1624802905904463,0.042842038,0.00025554674
PRV51503,57,24070,422.280701754386,5200,8,0,-0.1646798258038952,0.14802812,0.0011523388
PRV51504,128,35290,275.703125,3300,56,0,-0.0944655325369928,0.16555804,0.00065228477
PRV51505,15,2430,162.0,900,15,0,-0.160799898443963,0.01831852,0.00016775285
PRV51507,1013,337340,333.01085883514315,15000,84,1,0.1081044702655269,0.15538783,0.68660516
PRV51508,202,239050,1183.4158415841584,39000,99,0,0.039104224565063,0.23452659,0.18855238
PRV51509,1030,322130,312.747572815534,5100,2,0,0.0544376466379866,0.14990589,0.054910548
PRV51510,57,20020,351.2280701754386,2300,12,0,-0.1674306278884438,0.16791603,0.0007647893
PRV51511,16,8760,547.5,2500,13,0,-0.1676375630232691,0.020322436,0.0033231543
PRV51514,93,239220,2572.2580645161293,46000,56,0,-0.0176857296255119,0.23166414,0.20503543
PRV51515,48,52800,1100.0,16000,30,0,-0.1233672265106996,0.16572413,0.0069801933
PRV51516,40,33260,831.5,15000,25,0,-0.1341212146018079,0.11480182,0.009947514
PRV51517,11,5990,544.5454545454545,3300,2,0,-0.1786829278427132,0.019067567,0.0009639505
PRV51518,53,43920,828.6792452830189,19000,14,0,-0.1376145647464596,0.20420517,0.010435411
PRV51521,46,8070,175.43478260869566,1900,1,0,-0.1654555224231078,0.11638514,0.0003614913
PRV51522,190,206780,1088.3157894736842,34000,72,0,-0.0104917972310573,0.28739393,0.30725464
PRV51523,65,733810,11289.384615384615,57000,7,0,0.0610298130769673,0.8626342,0.41473806
PRV51525,61,75770,1242.1311475409836,21000,45,0,-0.0934912143189698,0.21377793,0.007847669
PRV51526,20,43150,2157.5,13000,18,0,-0.124938202995135,0.031863,0.07986246
PRV51527,41,12410,302.6829268292683,2000,26,0,-0.1505309809314113,0.09491257,0.0009051576
PRV51528,17,6670,392.3529411764706,3200,10,0,-0.1746268681069302,0.019652015,0.0013756348
PRV51529,23,5800,252.17391304347825,1500,18,0,-0.1603349207023887,0.027529638,0.0012030923
PRV51531,34,9870,290.29411764705884,3300,21,0,-0.1662314131606238,0.05661038,0.0007886329
PRV51532,32,70930,2216.5625,18000,27,0,-0.1051953211944415,0.081184596,0.043020718
PRV51533,36,96350,2676.3888888888887,13000,23,0,-0.1036360308668787,0.12656648,0.033674907
PRV51534,1,50,50.0,50,1,0,-0.1639635810486024,0.0,0.0017946006
PRV51535,388,121350,312.75773195876286,19000,63,0,-0.0157647619192142,0.15531655,0.040710166
PRV51536,16,41550,2596.875,11000,12,0,-0.1278384622316249,0.025458176,0.122515835
PRV51539,538,854240,1587.806691449814,57000,241,1,0.1864072575426022,0.23773949,0.739027
PRV51540,55,66940,1217.090909090909,13000,35,0,-0.1123077529662923,0.19304319,0.0051532243
PRV51541,51,12140,238.0392156862745,2200,32,0,-0.1420966522347941,0.14571413,0.00094750355
PRV51542,113,964660,8536.814159292035,74000,18,1,0.1255003965991351,0.6224023,0.9741304
PRV51544,233,480150,2060.7296137339054,35000,134,0,0.1061799512211911,0.2902312,0.110527344
PRV51546,36,110930,3081.3888888888887,21000,29,0,-0.0929279080679202,0.16931073,0.0790812
PRV51547,13,2640,203.07692307692307,1600,8,0,-0.1728271519528132,0.0176286,0.0015413109
PRV51549,21,82110,3910.0,21000,18,0,-0.1049438706351499,0.047802784,0.0312985
PRV51550,61,124040,2033.44262295082,25000,22,0,-0.0996221442335325,0.22646528,0.057051178
PRV51551,28,112800,4028.571428571429,57000,11,0,-0.0584918232999041,0.08252739,0.095480524
PRV51552,62,94040,1516.774193548387,13000,40,0,-0.0937770529335465,0.22472446,0.032581095
PRV51553,21,40990,1951.904761904762,13000,15,0,-0.1343174138109209,0.03515955,0.027948983
PRV51554,6,9640,1606.6666666666667,9000,5,0,-0.141531321918502,0.051893797,0.0032745586
PRV51555,15,2910,194.0,1300,7,0,-0.172842939956552,0.01835012,0.00031862257
PRV51556,56,138250,2468.75,30000,47,0,-0.0556658231832885,0.3018323,0.055291943
PRV51557,10,16740,1674.0,11000,9,0,-0.1405423493730034,0.021705031,0.0017930587
PRV51558,26,25870,995.0,11000,20,0,-0.1429111271565837,0.03921352,0.0024424072
PRV51560,238,1956190,8219.285714285714,57000,26,1,0.1660860756730345,0.84375346,0.9838208
PRV51562,24,5820,242.5,1000,9,0,-0.1722631414465422,0.030769171,0.0025276898
PRV51563,19,4280,225.26315789473685,1400,13,0,-0.1687397206841351,0.021439472,0.0015200734
PRV51564,24,9100,379.1666666666667,3300,14,0,-0.1732441573202329,0.02801459,0.0009690464
PRV51566,26,90030,3462.692307692308,19000,18,0,-0.1065035324519392,0.07489351,0.043653414
PRV51567,1632,465400,285.171568627451,11040,1,1,0.1162456191370258,0.15527058,0.8851718
PRV51568,58,105010,1810.5172413793105,15000,44,0,-0.078812234134554,0.24405985,0.07437901
PRV51569,5,1500,300.0,1200,4,0,-0.1705001340355891,0.13136171,0.0022298787
PRV51570,1,0,0.0,0,1,0,-0.1599584879572585,0.0,0.0017946006
PRV51571,22,4640,210.9090909090909,1700,2,0,-0.1777834361536963,0.027013078,0.0076574166
PRV51572,4,5710,1427.5,5000,3,0,-0.1466995178982697,0.0,0.00035469324
PRV51573,92,66730,725.3260869565217,12000,11,0,-0.14231745823699,0.17421658,0.031079767
PRV51574,4444,1281810,288.4360936093609,14200,8,1,0.2079919756417101,0.18886372,0.98945194
PRV51576,65,97780,1504.3076923076924,35000,31,0,-0.087488500828344,0.20291203,0.03930993
PRV51577,1,2100,2100.0,2100,1,0,-0.1338347090070472,0.0,0.000657267
PRV51578,1500,1662920,1108.6133333333332,57000,231,1,0.2493289415540962,0.19870889,0.9368524
PRV51579,72,247680,3440.0,57000,34,0,-0.0433196608304781,0.24591908,0.35932004
PRV51580,3,1710,570.0,900,2,0,-0.1715344127842999,0.0,0.002182895
PRV51582,4,14370,3592.5,12000,4,0,-0.1225594394895317,0.0,0.0006694321
PRV51583,47,32430,690.0,15000,10,0,-0.1493211613558919,0.14305286,0.032431744
PRV51584,82,171930,2096.7073170731705,57000,36,1,-0.0430785115046645,0.23435865,0.56810886
PRV51585,6,77080,12846.666666666666,45000,4,0,-0.0158709939591137,0.07823208,0.06633087
PRV51586,8,72510,9063.75,33000,7,1,-0.0608560715855003,0.04962049,0.6145737
PRV51587,5,1500,300.0,1000,5,0,-0.1706795176627053,0.07752629,0.002595571
PRV51588,10,58430,5843.0,39000,7,0,-0.077004119923543,0.04094256,0.08501154
PRV51590,84,781380,9302.142857142857,55000,4,1,0.0571951030334024,0.7601921,0.2544066
PRV51592,3,30,10.0,30,1,0,-0.1628823071190969,0.0,0.0013179949
PRV51593,54,150000,2777.777777777778,29000,36,1,-0.0765156192420826,0.2564237,0.18153563
PRV51595,24,14660,610.8333333333334,5000,9,0,-0.1637051664082983,0.030796498,0.003528411
PRV51596,50,41830,836.6,17000,39,0,-0.1091389704002499,0.2082539,0.004637402
PRV51598,422,779530,1847.2274881516587,57000,208,0,0.1661078464028413,0.31677103,0.42644656
PRV51599,5,16210,3242.0,7000,3,0,-0.1278640684430969,0.08682548,0.0023043072
PRV51600,109,36050,330.73394495412845,6000,9,0,-0.1489970743092084,0.17420717,0.0052870964
PRV51601,14,3690,263.57142857142856,2900,6,0,-0.1770189886720435,0.017913293,0.00024882107
PRV51602,39,77480,1986.6666666666667,11000,20,0,-0.124982054764725,0.128225,0.083443634
PRV51604,329,697510,2120.091185410334,57000,3,1,0.0538495636696479,0.2706043,0.7066589
PRV51605,72,46990,652.6388888888889,11000,6,0,-0.1484087535293378,0.16738525,0.021690562
PRV51606,46,66100,1436.9565217391305,13000,23,0,-0.1281752479911969,0.18619837,0.0048220637
PRV51607,15,15410,1027.3333333333333,14000,5,0,-0.1388583470524017,0.021307081,0.00049752236
PRV51608,37,78140,2111.891891891892,16000,23,0,-0.1151749508531098,0.09967139,0.05272109
PRV51609,75,110790,1477.2,18000,46,0,-0.0722189523988809,0.2479479,0.040401775
PRV51610,6,43150,7191.666666666667,25000,6,0,-0.0834739663085273,0.073825896,0.0060143075
PRV51611,8,2780,347.5,2300,2,0,-0.174772745490682,0.02679722,0.0004643071
PRV51612,13,66770,5136.153846153846,19000,8,0,-0.109688528189195,0.030138977,0.04278154
PRV51613,21,20450,973.809523809524,9000,15,0,-0.1509197851092872,0.024716549,0.015359088
PRV51614,268,1472150,5493.0970149253735,85000,67,1,0.1968519956971033,0.37928063,0.98707473
PRV51616,26,6120,235.3846153846154,1800,24,0,-0.1526408519152856,0.032716893,0.0011745163
PRV51617,22,111270,5057.727272727273,31000,10,0,-0.0926053180385567,0.06366215,0.17142774
PRV51618,1,2000,2000.0,2000,1,0,-0.1360529226997067,0.0,0.00056816527
PRV51619,19,78150,4113.1578947368425,37000,9,0,-0.0892907478441789,0.041150443,0.15475868
PRV51620,8,21190,2648.75,9000,4,0,-0.1305369926500936,0.031471375,0.0036325143
PRV51621,9,530,58.888888888888886,200,5,0,-0.1643676801059909,0.02632161,0.00094769755
PRV51622,103,101690,987.2815533980582,13000,40,0,-0.0932978851775782,0.19819795,0.02868198
PRV51623,21,56350,2683.333333333333,19000,15,0,-0.1223940861302971,0.04632335,0.05248286
PRV51624,5,320,64.0,100,3,0,-0.1648095283737112,0.0769623,0.0019254521
PRV51625,7,19420,2774.285714285714,5000,6,0,-0.1285098357838427,0.0389921,0.001977969
PRV51626,9,36920,4102.222222222223,35000,8,0,-0.0855783684782683,0.028584601,0.017929994
PRV51627,26,44860,1725.3846153846157,26000,7,0,-0.1204182323347108,0.04390232,0.05144515
PRV51628,6,13320,2220.0,8000,5,0,-0.1308222614025793,0.08338955,0.0068529886
PRV51629,22,213000,9681.818181818182,36000,10,0,-0.0325495834856527,0.16635609,0.15409262
PRV51630,5,1860,372.0,1700,4,0,-0.1682954655246186,0.13101476,0.00093902904
PRV51631,6,1500,250.0,800,4,0,-0.1744746211653471,0.049076237,0.0014180026
PRV51632,26,26850,1032.6923076923076,8000,10,0,-0.1512906239248729,0.046126444,0.052584615
PRV51634,119,71090,597.3949579831933,12000,30,0,-0.1163792625125396,0.20535281,0.012675073
PRV51635,29,28120,969.6551724137933,24000,23,0,-0.1153638429477449,0.046817586,0.005093034
PRV51636,316,180020,569.6835443037975,54000,9,0,-0.0165467912232658,0.18511078,0.40275437
PRV51637,34,43440,1277.6470588235295,19000,19,0,-0.1316948137948635,0.06865774,0.01627198
PRV51638,4,20490,5122.5,11000,4,0,-0.1104477038862495,0.0,0.0006059417
PRV51639,29,112520,3880.0,39000,23,0,-0.077411067004955,0.09750686,0.037700813
PRV51640,7,17490,2498.5714285714284,7000,6,0,-0.1299607793405763,0.055040568,0.005221453
PRV51641,14,1700,121.42857142857144,400,7,0,-0.1674995996152471,0.017481195,0.00035352487
PRV51642,29,10460,360.6896551724138,5000,16,0,-0.1612123124060759,0.04319105,0.0007545286
PRV51644,24,16490,687.0833333333334,7000,9,0,-0.1605223785968807,0.034876592,0.0047738855
PRV51645,5,280,56.0,100,5,0,-0.1594647312910659,0.21204498,0.019082572
PRV51647,12,44940,3745.0,17000,6,0,-0.1183647050072825,0.024697987,0.0079911165
PRV51650,24,13290,553.75,2700,2,0,-0.1736405486514526,0.030639626,0.004100017
PRV51652,64,17600,275.0,3000,2,0,-0.1749645155047896,0.17086802,0.0019246578
PRV51653,24,8530,355.4166666666667,3300,2,0,-0.1785277406010288,0.031009603,0.0011479182
PRV51654,2,220,110.0,200,1,0,-0.1667222990191038,0.0,0.004257723
PRV51655,3,70,23.33333333333333,40,2,0,-0.164588205974432,0.0,0.0011578497
PRV51656,23,4860,211.30434782608697,2000,1,0,-0.1754441133131371,0.025793407,0.0015383391
PRV51657,4,3760,940.0,3300,3,0,-0.1575029398331051,0.0,0.00019059768
PRV51658,5,1770,354.0,1500,3,0,-0.1724698980442193,0.07760158,0.001122284
